payoff,replication,estimate,std_error,z_score,covered_95
otm_digital_k130,123,0.11157921149393368,0.0030609945832335058,-1.6638077875981088,1
atm_call,124,10.410978894779422,0.1468567580633286,-0.26968236210859065,1
otm_digital_k130,124,0.11195970326373403,0.0030655144156660182,-1.5372346094661449,1
atm_call,125,10.511991538543825,0.14908619479350946,0.41189572544477943,1
otm_digital_k130,125,0.11433777682498582,0.0030935077214816345,-0.7545936537082143,1
atm_call,126,10.391497349055861,0.14526594291520234,-0.40674518709578489,1
otm_digital_k130,126,0.11367191622783529,0.0030857136702105671,-0.97228784395708212,1
atm_call,127,10.487737859677123,0.14975260989707545,0.24810444049762431,1
otm_digital_k130,127,0.11614511273153713,0.0031144929217599591,-0.16921065515804165,1
atm_call,128,10.334751405250094,0.14585236352558759,-0.79417408217135765,1
otm_digital_k130,128,0.11842806335033883,0.0031406514618494345,0.5591022284247954,1
atm_call,129,10.583865582022922,0.14870817535649211,0.89626551813886279,1
otm_digital_k130,129,0.11633535861643729,0.0031166875734152922,-0.1080504525857571,1
atm_call,130,10.38555772121684,0.14778280311063274,-0.44000959245597387,1
otm_digital_k130,130,0.11985490748708996,0.0031568066341148807,1.0082307016784224,1
atm_call,131,10.524772273335858,0.14851924812942399,0.49952246651327564,1
otm_digital_k130,131,0.11766707981073832,0.0031319747158219855,0.31767871126123476,1
atm_call,132,10.757962373862116,0.1509109282782444,2.0368226819851678,0
otm_digital_k130,132,0.11386216211273542,0.0030879440146504458,-0.90997634453417453,1
atm_call,133,10.529959248981989,0.15047180480751615,0.52751196078212614,1
otm_digital_k130,133,0.11614511273153716,0.0031144929217599591,-0.16921065515803274,1
atm_call,134,10.335701426426638,0.14467163767957275,-0.79408892856635749,1
otm_digital_k130,134,0.11700121921358782,0.0031243475905990978,0.10533434092443432,1
atm_call,135,10.277065186753594,0.14767783857586811,-1.1749791783606904,1
otm_digital_k130,135,0.11861830923523903,0.0031428140260483066,0.61925112329121845,1
atm_call,136,10.541000605512176,0.14825306063299629,0.60988308059591956,1
otm_digital_k130,136,0.10996212147228249,0.0030416572628285464,-2.2060331152468056,0
atm_call,137,10.294498006433003,0.14382447814505359,-1.0852503535255555,1
otm_digital_k130,137,0.11300605563068485,0.003077885475979732,-1.1910977576127699,1
atm_call,138,10.741358037026377,0.1485954480547505,1.9568194628255995,1
otm_digital_k130,138,0.11719146509848795,0.003126530115010252,0.16610969991345448,1
atm_call,139,10.382527915639418,0.14767262787415525,-0.46085491621459124,1
otm_digital_k130,139,0.11604998978908705,0.0031133945798139605,-0.19982315581192422,1
atm_call,140,10.440468546349049,0.14909928980805121,-0.067840872009006042,1
otm_digital_k130,140,0.11490851447968624,0.0031001613570789438,-0.56887478956537085,1
atm_call,141,10.4095940077175,0.14572514535744316,-0.28127996968202768,1
otm_digital_k130,141,0.11776220275318841,0.0031330616341012484,0.34792952108262487,1
atm_call,142,10.239821636026049,0.14295500971937647,-1.4743235411842617,1
otm_digital_k130,142,0.11519388330703642,0.003103478889150287,-0.47631540766869135,1
atm_call,143,10.621515686027173,0.1506783760660029,1.1344170165913394,1
otm_digital_k130,143,0.11405240799763558,0.0030901715779683447,-0.84775555517858481,1
atm_call,144,10.354050060283084,0.14472348103664673,-0.66702038405241271,1
otm_digital_k130,144,0.12356470224264274,0.0031981302818968808,2.1551917888852792,0
atm_call,145,10.597336810716515,0.14809416244126247,0.99094546410071982,1
otm_digital_k130,145,0.11253044091843444,0.0030722728602922762,-1.3480824748374627,1
atm_call,146,10.267426645920628,0.14520617468248956,-1.2613576982205963,1
otm_digital_k130,146,0.11414753094008566,0.0030912843185856528,-0.8166790625013185,1
atm_call,147,10.150526099735577,0.14319184885248953,-2.0954926893854151,0
otm_digital_k130,147,0.12052076808424041,0.0031642954680520898,1.2162738921774525,1
atm_call,148,10.275781660812154,0.14678595663528579,-1.1908626368646509,1
otm_digital_k130,148,0.11985490748708996,0.0031568066341148807,1.0082307016784224,1
atm_call,149,10.226848472993691,0.14391769064143106,-1.5546045673376774,1
otm_digital_k130,149,0.11633535861643733,0.0031166875734152926,-0.10805045258574372,1
atm_call,150,10.522710116268428,0.14873932393269174,0.48491913352730037,1
otm_digital_k130,150,0.1156694980192868,0.003108994421150505,-0.32249015733369729,1
atm_call,151,10.720421912042038,0.1507077083253292,1.7904747066685809,1
otm_digital_k130,151,0.11614511273153717,0.0031144929217599591,-0.1692106551580283,1
atm_call,152,10.199059028233133,0.14280139129833552,-1.7613591973130092,1
otm_digital_k130,152,0.12118662868139096,0.0031717526401254885,1.4233488781455323,1
atm_call,153,10.51384172685829,0.1464222943634666,0.43202542992334864,1
otm_digital_k130,153,0.115954866846637,0.0031122955594996408,-0.23045731324807997,1
atm_call,154,10.49856094343073,0.14749667941879974,0.32527763631175505,1
otm_digital_k130,154,0.11681097332868766,0.0031221623811511588,0.04447405112966768,1
atm_call,155,10.493759846689509,0.14763411933267714,0.29245458095404869,1
otm_digital_k130,155,0.11785732569563845,0.003134147886707061,0.37815942934667551,1
atm_call,156,10.387614164098975,0.14610527000415799,-0.43098656252976358,1
otm_digital_k130,156,0.11386216211273543,0.0030879440146504458,-0.90997634453417009,1
atm_call,157,10.755219892747665,0.15038423649591051,2.0257197673134995,0
otm_digital_k130,157,0.1170012192135878,0.0031243475905990978,0.10533434092442988,1
atm_call,158,10.227235092568257,0.1464803952466695,-1.5247670464104057,1
otm_digital_k130,158,0.11995003042954003,0.0031578784145430291,1.0380109301013576,1
atm_call,159,10.49161067490083,0.14759618019733986,0.27796859417652447,1
otm_digital_k130,159,0.11148408855148365,0.0030598628425842038,-1.6955104966234458,1
atm_call,160,10.38859654142906,0.14640812363388142,-0.42338518668199115,1
otm_digital_k130,160,0.11528900624948656,0.0031045833624146462,-0.4455064362487986,1
atm_call,161,10.632540716128252,0.14794958758312543,1.2298590818340021,1
otm_digital_k130,161,0.11795244863808851,0.0031352334743313241,0.40836847694360717,1
atm_call,162,10.583405691841339,0.14527070653331955,0.91430765930310987,1
otm_digital_k130,162,0.11709634215603788,0.0031254391880825511,0.13573261586475666,1
atm_call,163,10.272367860723305,0.14504600597698564,-1.2286840320892582,1
otm_digital_k130,163,0.11538412919193655,0.0031056871515183796,-0.41471946932805637,1
atm_call,164,10.482078556850388,0.14948903025911364,0.21068425295318305,1
otm_digital_k130,164,0.11547925213438666,0.0031067902571906979,-0.38395446302358444,1
atm_call,165,10.395130089238524,0.14680858985966849,-0.37772641914232175,1
otm_digital_k130,165,0.11272068680333461,0.003074520019079294,-1.2852189257046758,1
atm_call,166,10.39395450166753,0.14419039592208829,-0.39273815815458124,1
otm_digital_k130,166,0.12251834987569195,0.0031865728868728628,1.8346455467760912,1
atm_call,167,10.246413005892203,0.1454258042840941,-1.4039500575461408,1
otm_digital_k130,167,0.1143377768249858,0.0030935077214816345,-0.75459365370821874,1
atm_call,168,10.682407929799131,0.14899981432667114,1.5558701107192197,1
otm_digital_k130,168,0.11747683392583813,0.0031297988794685826,0.25711422283515828,1
atm_call,169,10.420210522279501,0.14697284253160664,-0.20665756600249593,1
otm_digital_k130,169,0.12052076808424045,0.0031642954680520898,1.2162738921774658,1
atm_call,170,10.629133317121019,0.14949242077404945,1.1943732264884355,1
otm_digital_k130,170,0.11880855512013916,0.0031449739522628264,0.67931786820961204,1
atm_call,171,10.368352566144761,0.1465302189491188,-0.56118803773400006,1
otm_digital_k130,171,0.11595486684663701,0.0031122955594996404,-0.23045731324807553,1
atm_call,172,10.222189932393373,0.14236328366237852,-1.604301572123215,1
otm_digital_k130,172,0.12223298104834175,0.0031834076183505171,1.7468271725472266,1
atm_call,173,10.69901504057459,0.14843184837697299,1.6737073014013621,1
otm_digital_k130,173,0.11671585038623764,0.0031210687677762383,0.014011952372192372,1
atm_call,174,10.58378449346413,0.14909148523544336,0.89341736094606616,1
otm_digital_k130,174,0.11329142445803504,0.0030812446138001148,-1.0971844449275152,1
atm_call,175,10.410136011348824,0.14648453988244003,-0.27612170451016604,1
otm_digital_k130,175,0.12109150573894091,0.0031706892598335171,1.3938255241889397,1
atm_call,176,10.286771573594233,0.14542706713278952,-1.1264202862713328,1
otm_digital_k130,176,0.11528900624948649,0.0031045833624146462,-0.44550643624882097,1
atm_call,177,10.303548690310171,0.14485838826513339,-1.0150249746411819,1
otm_digital_k130,177,0.11338654740048508,0.003082362925738789,-1.0659259788626749,1
atm_call,178,10.39156783570631,0.14623605290174699,-0.40356488915146121,1
otm_digital_k130,178,0.1215671204511912,0.003175999751647088,1.5412477061244758,1
atm_call,179,10.397851406481484,0.14675004413806556,-0.35933321869705681,1
otm_digital_k130,179,0.11690609627113772,0.0031232553218568022,0.07491483331097154,1
