paths,estimate,std_error,bias_estimate,abs_error,z_score
4096,5.9987542817404975,0.16015939976564803,0.23895525456954392,0.091578949988079472,-0.57179878372472448
8192,6.08928249577587,0.11712446588571286,-0.12547624069367735,0.0010507359527069937,-0.008971105607706897
16384,6.0905020386182098,0.079341793836917654,0.071414403615455591,0.00016880688963283319,0.002127591039595169
32768,6.0554366903078174,0.056976692175525395,0.15833315258234659,0.034896541420759597,-0.61247046973621211
65536,6.0776887008559184,0.039309549942156519,-0.053894819336077759,0.012644530872658599,-0.32166562301692231
131072,6.0432596675909878,0.02791202677678073,-0.037522986196596442,0.04707356413758923,-1.6864975271788027
262144,6.0764027875365452,0.01994455539277951,0.0011996481576028728,0.013930444192031821,-0.69845849745414901
