payoff,greek,method,paths,best_h,bias,sd,rmse,exact
digital,gamma,likelihood_ratio,8192,nan,7.589139060705291e-06,2.2286224433231487e-05,2.3542957145844844e-05,-0.00032833530355232067
digital,gamma,likelihood_ratio,16384,nan,3.0227453137315072e-06,1.7623942461685937e-05,1.7881284549061411e-05,-0.00032833530355232067
digital,gamma,likelihood_ratio,32768,nan,5.1924480934893973e-07,1.45985497275376e-05,1.4607781122382136e-05,-0.00032833530355232067
digital,gamma,likelihood_ratio,65536,nan,-2.6070226830674035e-07,9.6743798709568653e-06,9.6778918964966573e-06,-0.00032833530355232067
digital,gamma,likelihood_ratio,131072,nan,5.8598114905663527e-07,7.2437293274269562e-06,7.2673921372164252e-06,-0.00032833530355232067
digital,gamma,likelihood_ratio,262144,nan,-3.4874147839127718e-07,5.1979525952397291e-06,5.2096383560771248e-06,-0.00032833530355232067
digital,gamma,mixed,256,nan,0.00032833530355232067,0,0.00032833530355232067,-0.00032833530355232067
digital,gamma,mixed,512,nan,0.00032833530355232067,0,0.00032833530355232067,-0.00032833530355232067
digital,gamma,mixed,1024,nan,0.00032833530355232067,0,0.00032833530355232067,-0.00032833530355232067
digital,gamma,mixed,2048,nan,0.00032833530355232067,0,0.00032833530355232067,-0.00032833530355232067
digital,gamma,mixed,4096,nan,0.00032833530355232067,0,0.00032833530355232067,-0.00032833530355232067
digital,gamma,mixed,8192,nan,0.00032833530355232067,0,0.00032833530355232067,-0.00032833530355232067
digital,gamma,mixed,16384,nan,0.00032833530355232067,0,0.00032833530355232067,-0.00032833530355232067
digital,gamma,mixed,32768,nan,0.00032833530355232067,0,0.00032833530355232067,-0.00032833530355232067
digital,gamma,mixed,65536,nan,0.00032833530355232067,0,0.00032833530355232067,-0.00032833530355232067
digital,gamma,mixed,131072,nan,0.00032833530355232067,0,0.00032833530355232067,-0.00032833530355232067
digital,gamma,mixed,262144,nan,0.00032833530355232067,0,0.00032833530355232067,-0.00032833530355232067
